feature_set,model,accuracy,auc,log_loss
macro_only,logistic,0.429583259860107,0.5477499362830711,0.9924915055711979
macro_only,naive_majority,0.6174983835890201,0.5,0.679620311216368
macro_only,persistence,0.4700523129371657,0.4040539455350823,7.321498335830217
macro_only,random_forest,0.5422617998001528,0.5714134091733992,0.7463613060052009
macro_plus_polymarket,logistic,0.4452477517192735,0.517875432621027,1.1483627337129614
macro_plus_polymarket,naive_majority,0.6174983835890201,0.5,0.679620311216368
macro_plus_polymarket,persistence,0.4700523129371657,0.4040539455350823,7.321498335830217
macro_plus_polymarket,random_forest,0.5300946335155469,0.5583622792042996,0.7340270212711407
